45,Petrified Forest,2012,May,63193,10,0,0,0,0,30,0,30
45,Petrified Forest,2012,June,99403,10,0,0,0,0,36,0,36
45,Petrified Forest,2012,July,101580,10,0,0,0,0,23,0,23
45,Petrified Forest,2012,August,83337,10,0,0,0,0,23,0,23
45,Petrified Forest,2012,September,60606,10,0,0,0,0,23,0,23
45,Petrified Forest,2012,October,60284,10,0,0,0,0,44,0,44
45,Petrified Forest,2012,November,31313,10,0,0,0,0,10,0,10
45,Petrified Forest,2012,December,24808,10,0,0,0,0,7,0,7
45,Petrified Forest,2013,January,20640,10,0,0,0,0,10,0,10
45,Petrified Forest,2013,February,22068,10,0,0,0,0,6,0,6
45,Petrified Forest,2013,March,59476,10,0,0,0,0,46,0,46
45,Petrified Forest,2013,April,54657,10,0,0,0,0,23,0,23
45,Petrified Forest,2013,May,67214,10,0,0,0,0,31,0,31
45,Petrified Forest,2013,June,99821,10,0,0,0,0,34,0,34
45,Petrified Forest,2013,July,114113,10,0,0,0,0,23,0,23
45,Petrified Forest,2013,August,83493,10,0,0,0,0,23,0,23
45,Petrified Forest,2013,September,61188,10,0,0,0,0,24,0,24
45,Petrified Forest,2013,October,26470,10,0,0,0,0,16,0,16
45,Petrified Forest,2013,November,21560,10,0,0,0,0,24,0,24
45,Petrified Forest,2013,December,13948,10,0,0,0,0,4,0,4
45,Petrified Forest,2014,January,20906,10,0,0,0,0,3,0,3
45,Petrified Forest,2014,February,23793,10,0,0,0,0,9,0,9
45,Petrified Forest,2014,March,59103,10,0,0,0,0,31,0,31
45,Petrified Forest,2014,April,66656,10,0,0,0,0,30,0,30
45,Petrified Forest,2014,May,100994,10,0,0,0,0,37,0,37
45,Petrified Forest,2014,June,111735,10,0,0,0,0,40,0,40
45,Petrified Forest,2014,July,113763,10,0,0,0,0,27,0,27
45,Petrified Forest,2014,August,95891,10,0,0,0,0,21,0,21
45,Petrified Forest,2014,September,65500,10,0,0,0,0,10,0,10
45,Petrified Forest,2014,October,105314,10,0,0,0,0,28,0,28
45,Petrified Forest,2014,November,37863,10,0,0,0,0,11,0,11
45,Petrified Forest,2014,December,35281,10,0,0,0,0,5,0,5
45,Petrified Forest,2015,January,20181,10,0,0,0,0,9,0,9
45,Petrified Forest,2015,February,33042,10,0,0,0,0,19,0,19
45,Petrified Forest,2015,March,69140,10,0,0,0,0,51,0,51
45,Petrified Forest,2015,April,69468,10,0,0,0,0,48,0,48
45,Petrified Forest,2015,May,83711,10,0,0,0,0,63,0,63
45,Petrified Forest,2015,June,120105,10,0,0,0,0,46,0,46
45,Petrified Forest,2015,July,129042,10,0,0,0,0,53,0,53
45,Petrified Forest,2015,August,86889,10,0,0,0,0,39,0,39
45,Petrified Forest,2015,September,66914,10,0,0,0,0,33,0,33
45,Petrified Forest,2015,October,50511,10,0,0,0,0,44,0,44
45,Petrified Forest,2015,November,31421,10,0,0,0,0,22,0,22
45,Petrified Forest,2015,December,32801,10,0,0,0,0,10,0,10
